category,scientific_name,common_names,conservation_status,lifespan_years,mass_kg
Reptile,Lampropeltis triangulum elapsoides,Scarlet Kingsnake,In Recovery,14.7,0.344
Reptile,Lampropeltis triangulum triangulum,Eastern Milk Snake,Threatened,29.3,3.586
Reptile,Nerodia erythrogaster,Plainbelly Water Snake,In Recovery,13.3,0.92
Reptile,Nerodia erythrogaster flavigaster,"Yellowbelly Water Snake, Yellowbelly Watersnake",Endangered,8.9,40.0
Reptile,Nerodia sipedon sipedon,Northern Water Snake,,46.1,1.231
Reptile,Opheodrys aestivus aestivus,Eastern Rough Green Snake,Endangered,1.4,0.191
Reptile,Pituophis melanoleucus melanoleucus,Northern Pine Snake,Species of Concern,13.3,1.419
Reptile,Regina septemvittata,Queen Snake,Species of Concern,3.8,0.044
Reptile,Storeria dekayi dekayi,Northern Brown Snake,,2.1,0.663
Reptile,Storeria dekayi wrightorum,Midland Brown Snake,Endangered,4.7,0.416
Reptile,Storeria occipitomaculata occipitomaculata,Northern Redbelly Snake,,7.8,1.139
Reptile,Tantilla coronata,Southeastern Crowned Snake,,30.1,4.067
Reptile,Thamnophis sirtalis sirtalis,Common Garter Snake,Species of Concern,11.0,24.283
Reptile,Virginia valeriae valeriae,Eastern Earth Snake,,10.1,4.219
Reptile,Anolis carolinensis carolinensis,Northern Green Anole,,0.7,0.26
Reptile,Sceloporus undulatus hyacinthinus,Northern Fence Lizard,Endangered,23.1,0.205
Reptile,Eumeces anthracinus,Coal Skink,Species of Concern,3.8,1.054
Reptile,Eumeces fasciatus,Five-Lined Skink,Species of Concern,5.2,0.188
Reptile,Eumeces inexpectatus,Southeastern Five-Lined Skink,,18.6,10.27
Reptile,Eumeces laticeps,Broadhead Skink,In Recovery,13.2,6.752
Reptile,Scincella lateralis,Ground Skink,,12.6,1.519
Reptile,Cnemidophorus sexlineatus sexlineatus,Eastern Six-Lined Racerunner,,14.2,0.212
Reptile,Agkistrodon contortrix mokasen,Northern Copperhead,Species of Concern,19.8,10.089
Reptile,Crotalus horridus,Timber Rattlesnake,,13.2,1.079
Reptile,Chelydra serpentina serpentina,Common Snapping Turtle,,20.0,26.7
Reptile,Chrysemys picta marginata,Midland Painted Turtle,In Recovery,8.4,0.169
Reptile,Chrysemys picta picta,Eastern Painted Turtle,,3.7,0.451
Reptile,Clemmys muhlenbergii,Bog Turtle,,20.5,0.578
Reptile,Graptemys geographica,"Common Map Turtle, Map Turtle",,21.7,1.835
Reptile,Graptemys ouachitensis,Ouachita Map Turtle,,16.3,1.13
Reptile,Terrapene carolina carolina,Eastern Box Turtle,In Recovery,6.0,2.352
Reptile,Trachemys scripta,Slider,,3.8,0.324
Reptile,Trachemys scripta troostii,Cumberland Slider,Species of Concern,9.0,0.877
Reptile,Sternotherus minor peltifer,"Stripeneck Musk Turtle, Stripe-Necked Musk Turtle",Threatened,2.4,1.448
Reptile,Sternotherus odoratus,Common Musk Turtle,,42.8,0.656
Reptile,Apalone spinifera spinifera,"Eastern Spiny Softshell, Northern Spiny Softshell Turtle",Endangered,11.2,3.436
Amphibian,Bufo americanus americanus,Eastern American Toad,In Recovery,3.0,0.079
Amphibian,Bufo fowleri,"Fowler's Toad, Woodhouse's Toad",,1.2,0.02
Amphibian,Acris crepitans crepitans,Northern Cricket Frog,,1.6,0.501
Amphibian,Hyla chrysoscelis,Cope's Gray Treefrog,Endangered,2.3,0.12
Amphibian,Hyla versicolor,Gray Treefrog,Species of Concern,3.3,0.079
Amphibian,Pseudacris brachyphona,Mountain Chorus Frog,,11.0,0.561
Amphibian,Pseudacris crucifer crucifer,Northern Spring Peeper,,4.2,0.086
Amphibian,Pseudacris feriarum feriarum,Upland Chorus Frog,,7.2,0.979
Amphibian,Pseudacris triseriata,"Striped Chorus Frog, Western Chorus Frog",,2.6,0.253
Amphibian,Gastrophryne carolinensis,Eastern Narrow-Mouthed Toad,Threatened,11.2,0.739
Amphibian,Rana catesbeiana,American Bullfrog,,24.4,1.055
Amphibian,Rana clamitans melanota,Northern Green Frog,,6.0,0.146
Amphibian,Rana palustris,Pickerel Frog,Endangered,10.1,0.526
Amphibian,Rana pipiens,Northern Leopard Frog,In Recovery,5.7,0.093
Amphibian,Rana sphenocephala,Southern Leopard Frog,Species of Concern,1.5,0.973
Amphibian,Rana sylvatica,Wood Frog,Endangered,1.0,0.037
Amphibian,Scaphiopus holbrookii holbrookii,Eastern Spadefoot,Species of Concern,6.7,0.217
Amphibian,Ambystoma maculatum,Spotted Salamander,Endangered,5.0,1.899
Amphibian,Ambystoma opacum,Marbled Salamander,,2.8,0.028
Amphibian,Ambystoma talpoideum,Mole Salamander,Threatened,10.4,0.033
Amphibian,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Species of Concern,3.3,0.005
Amphibian,Desmognathus conanti,Spotted Dusky Salamander,Endangered,9.8,0.238
Amphibian,Desmognathus imitator,Imitator Salamander,,4.9,0.124
Amphibian,Desmognathus marmoratus,Shovel-Nosed Salamander,Species of Concern,2.8,0.333
Amphibian,Desmognathus monticola,Seal Salamander,Threatened,3.4,0.119
Amphibian,Desmognathus ocoee,Ocoee Salamander,Threatened,3.0,1.614
Amphibian,Desmognathus quadramaculatus,Black-Bellied Salamander,Species of Concern,8.7,0.054
Amphibian,Desmognathus santeetlah,"Santeetlah Dusky Salamander, Santleetlah Dusky Salamander, Yellow Dusky Salamander",Endangered,3.9,0.022
Amphibian,Desmognathus wrighti,Pigmy Salamander,Species of Concern,5.4,0.154
Amphibian,Eurycea,Brook Salamanders,Endangered,12.1,0.139
Amphibian,Eurycea bislineata,"Northern Two-Lined Salamander, Two-Lined Salamander",In Recovery,0.6,0.142
Amphibian,Eurycea cirrigera,Southern Two-Lined Salamander,Endangered,2.9,0.018
Amphibian,Eurycea guttolineata,Three-Lined Salamander,,1.0,0.221
Amphibian,Eurycea junaluska,Junaluska Salamander,Endangered,2.2,0.066
Amphibian,Eurycea longicauda longicauda,Longtail Salamander,,3.3,0.356
Amphibian,Eurycea lucifuga,Cave Salamander,,7.2,0.157
Amphibian,Eurycea wilderae,Blue Ridge Two-Lined Salamander,In Recovery,3.1,0.083
Amphibian,Gyrinophilus porphyriticus,Spring Salamander,Species of Concern,9.7,0.077
Amphibian,Hemidactylium scutatum,Four-Toed Salamander,In Recovery,1.4,0.025
Amphibian,Plethodon,Woodland Salamanders,Endangered,6.4,0.1
Amphibian,Plethodon aureolus,Tellico Salamander,Species of Concern,5.6,0.37
Amphibian,Plethodon cinereus,"Eastern Red-Backed Salamander, Redback Salamander",Species of Concern,0.6,0.087
Amphibian,Plethodon dorsalis,Northern Zigzag Salamander,Species of Concern,1.8,0.201
Amphibian,Plethodon glutinosus,Snorthern Slimy Salamander,Endangered,2.5,0.039
Amphibian,Plethodon jordani,"Appalachian Salamander, Jordan's Salamander",Endangered,7.2,0.063
Amphibian,Plethodon metcalfi,Southern Gray-Cheeked Salamander,,5.1,0.13
Amphibian,Plethodon oconaluftee,Southern Appalachian Salamander,Threatened,0.8,0.054
Amphibian,Plethodon serratus,Southern Red-Backed Salamander,Species of Concern,2.5,0.135
Amphibian,Plethodon ventralis,Southern Zigzag Salamander,Species of Concern,14.1,0.075
Amphibian,Plethodon websteri,Webster's Salamander,Species of Concern,7.6,0.676
Amphibian,Pseudotriton,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",Species of Concern,2.6,0.097
Amphibian,Pseudotriton montanus,Mud Salamander,Species of Concern,4.2,0.036
Amphibian,Pseudotriton montanus diastictus,Midland Mud Salamander,Endangered,7.4,0.255
Amphibian,Pseudotriton montanus montanus,Eastern Mud Salamander,Species of Concern,2.2,0.289
Amphibian,Pseudotriton ruber nitidus,Blue Ridge Red Salamander,,5.1,0.09
Amphibian,Pseudotriton ruber ruber,Northern Red Salamander,Species of Concern,3.2,0.216
Amphibian,Pseudotriton ruber schencki,Blackchin Red Salamander,,8.7,0.696
Amphibian,Necturus maculosus maculosus,Mudpuppy,,3.4,0.108
Amphibian,Notophthalmus viridescens viridescens,Eastern Red-Spotted Newt,Species of Concern,4.4,0.099
Fish,Labidesthes sicculus,Brook Silverside,,3.4,0.43
Fish,Dorosoma cepedianum,Gizzard Shad,,1.4,0.116
Fish,Catostomus commersoni,White Sucker,Species of Concern,9.3,0.114
Fish,Hypentelium nigricans,Northern Hog Sucker,Endangered,12.4,3.189
Fish,Moxostoma carinatum,River Redhorse,,19.4,7.141
Fish,Moxostoma duquesnei,Black Redhorse,Endangered,5.1,0.637
Fish,Moxostoma erythrurum,Golden Redhorse,,21.5,2.136
Fish,Moxostoma macrolepidotum,Shorthead Redhorse,Species of Concern,5.0,0.747
Fish,Campostoma anomalum,Central Stoneroller,,24.2,40.0
Fish,Campostoma oligolepis,Largescale Stoneroller,,24.4,9.208
Fish,Carassius auratus,Goldfish,Endangered,20.4,0.326
Fish,Clinostomus funduloides,Rosyside Dace,Endangered,3.1,0.698
Fish,Clinostomus sp. 1,Smoky Dace,Species of Concern,22.3,0.109
Fish,Cyprinella galactura,Whitetail Shiner,Species of Concern,10.8,2.607
Fish,Cyprinella galacturus,Whitetail Shiner,Species of Concern,2.1,0.473
Fish,Cyprinella spiloptera,Spotfin Shiner,Species of Concern,5.8,0.225
Fish,Cyprinella spilopterus,Spotfin Shiner,Threatened,4.1,0.503
Fish,Cyprinella venusta,Blacktail Shiner,Threatened,7.0,0.69
Fish,Cyprinella venustus,Blacktail Shiner,,14.7,4.397
Fish,Cyprinus carpio,Common Carp,Species of Concern,11.6,5.067
Fish,Erimonax monachus,Spotfin Chub,Threatened,3.3,2.343
Fish,Hemitremia flammea,Flame Chub,Species of Concern,34.1,11.087
Fish,Hybopsis amblops,Bigeye Chub,Endangered,2.7,5.407
Fish,Luxilus chrysocephalus,Striped Shiner,,1.9,0.316
Fish,Luxilus coccogenis,Warpaint Shiner,Species of Concern,19.8,13.492
Fish,Luxilus cornutus,Common Shiner,Species of Concern,39.8,2.188
Fish,Lythrurus lirus,Mountain Shiner,,3.5,0.737
Fish,Nocomis micropogon,River Chub,Species of Concern,13.0,0.968
Fish,Notropis atherinoides,Emerald Shiner,,13.7,0.338
Fish,Notropis baileyi,Rough Shiner,,8.7,0.509
Fish,Notropis leuciodus,Tennessee Shiner,Species of Concern,8.4,2.763
Fish,Notropis photogenis,Silver Shiner,Species of Concern,6.3,5.174
Fish,Notropis rubellus,Rosyface Shiner,Species of Concern,0.6,0.167
Fish,Notropis rubricroceus,Saffron Shiner,Species of Concern,7.5,3.48
Fish,Notropis spectrunculus,Mirror Shiner,,16.5,1.29
Fish,Notropis telescopus,Telescope Shiner,Endangered,2.2,0.728
Fish,Notropis volucellus,Mimic Shiner,In Recovery,11.0,1.323
Fish,Phenacobius catostomus,Riffle Minnow,Species of Concern,2.2,0.192
Fish,Phenacobius crassilabrum,Fatlips Minnow,,8.4,0.992
Fish,Phenacobius uranops,Stargazing Minnow,,10.0,0.379
Fish,Phoxinus oreas,Mountain Redbelly Dace,,4.6,1.577
Fish,Phoxinus tennesseensis,Tennessee Dace,Species of Concern,8.6,1.209
Fish,Rhinichthys cataractae,Longnose Dace,,4.7,1.388
Fish,Rhinichthys obtusus,Western Blacknose Dace,,9.7,0.315
Fish,Semotilus atromaculatus,Creek Chub,Endangered,7.3,0.665
Fish,Fundulus catenatus,Northern Studfish,Threatened,10.8,2.943
Fish,Gambusia affinis,"Mosquitofish, Western Mosquitofish",Species of Concern,37.7,1.278
Fish,Gambusia holbrooki,Eastern Mosquitofish,Endangered,9.0,0.353
Fish,Esox masquinongy,Muskellunge,Species of Concern,4.2,1.262
Fish,Ambloplites rupestris,Rock Bass,,9.5,2.725
Fish,Lepomis auritus,Redbreast Sunfish,Endangered,3.5,0.168
Fish,Lepomis cyanellus,Green Sunfish,Endangered,10.1,2.453
Fish,Lepomis gibbosus,Pumpkinseed,Species of Concern,50.0,0.425
Fish,Lepomis gulosus,Warmouth,Species of Concern,13.3,5.198
Fish,Lepomis humilis,Orangespotted Sunfish,In Recovery,0.9,0.242
Fish,Lepomis macrochirus,Bluegill,Threatened,2.2,0.091
Fish,Lepomis megalotis,Longear Sunfish,Threatened,0.7,0.918
Fish,Lepomis microlophus,Redear Sunfish,,5.7,0.694
Fish,Micropterus dolomieu,Smallmouth Bass,Endangered,1.4,0.74
Fish,Micropterus punctulatus,Spotted Bass,Species of Concern,2.3,0.641
Fish,Micropterus salmoides,Largemouth Bass,,2.5,0.756
Fish,Pomoxis nigromaculatus,Black Crappie,,5.3,0.144
Fish,Morone chrysops,White Bass,,7.3,4.089
Fish,Etheostoma blennioides,Greenside Darter,Threatened,5.9,0.113
Fish,Etheostoma camurum,Bluebreast Darter,,5.2,0.17
Fish,Etheostoma chlorobranchium,Greenfin Darter,Species of Concern,2.2,0.526
Fish,Etheostoma flabellare,Fantail Darter,,8.3,0.746
Fish,Etheostoma gutselli,Tuckasegee Darter,Threatened,36.0,1.512
Fish,Etheostoma jessiae,Blueside Darter,Threatened,16.6,3.004
Fish,Etheostoma maculatum,Spotted Darter,Species of Concern,4.0,0.921
Fish,Etheostoma percnurum,Duskytail Darter,Endangered,2.9,7.667
Fish,Etheostoma rufilineatum,Redline Darter,Threatened,2.1,0.92
Fish,Etheostoma sanguifluum,"Bloodfin Darter, Spotted Darter",,14.1,1.99
Fish,Etheostoma simoterum,"Snubnose Darter, Tennessee Snubnose Darter",Species of Concern,36.1,1.732
Fish,Etheostoma stigmaeum,Speckled Darter,,3.4,0.038
Fish,Etheostoma swannanoa,Swannanoa Darter,Threatened,11.0,0.363
Fish,Etheostoma vulneratum,Wounded Darter,Species of Concern,18.1,2.09
Fish,Etheostoma zonale,Banded Darter,Species of Concern,10.9,0.855
Fish,Perca flavescens,Yellow Perch,,4.9,3.731
Fish,Percina aurantiaca,Tangerine Darter,Species of Concern,6.8,1.271
Fish,Percina burtoni,Blotchside Darter,Species of Concern,3.6,1.223
Fish,Percina caprodes,Logperch,,7.1,1.959
Fish,Percina evides,Gilt Darter,Endangered,16.5,6.147
Fish,Percina squamata,Olive Darter,Species of Concern,37.9,1.723
Fish,Stizostedion canadense,Sauger,,2.7,3.155
Fish,Stizostedion vitreum,Walleye,,9.7,0.778
Fish,Aplodinotus grunniens,Freshwater Drum,In Recovery,23.2,2.339
Fish,Ichthyomyzon castaneus,Chestnut Lamprey,,12.4,0.307
Fish,Ichthyomyzon greeleyi,Mountain Brook Lamprey,Species of Concern,18.8,1.439
Fish,Lampetra appendix,American Brook Lamprey,,10.7,0.683
Fish,Oncorhynchus mykiss,Rainbow Trout,,27.3,2.251
Fish,Salmo trutta,Brown Trout,Threatened,6.7,31.54
Fish,Salvelinus fontinalis,Brook Trout,,3.1,3.424
Fish,Cottus bairdi,Mottled Sculpin,Species of Concern,6.5,0.352
Fish,Cottus carolinae,Banded Sculpin,Threatened,1.8,8.559
Fish,Lepisosteus osseus,Longnose Gar,Endangered,19.1,1.177
Fish,Ameiurus melas,Black Bullhead,,9.6,0.033
Fish,Ameiurus natalis,Yellow Bullhead,,3.3,0.363
Fish,Ictalurus furcatus,Blue Catfish,Threatened,2.5,0.05
Fish,Ictalurus punctatus,Channel Catfish,Threatened,6.1,0.538
Fish,Noturus baileyi,Smoky Madtom,Endangered,7.9,0.726
Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened,17.0,14.839
Fish,Noturus flavus,Stonecat,Species of Concern,14.2,1.939
Fish,Pylodictis olivaris,Flathead Catfish,,5.9,0.434
Vascular Plant,Acorus calamus,Sweetflag,Species of Concern,23.2,4.577
Vascular Plant,Alisma subcordatum,Water-Plantain,,2.2,0.005
Vascular Plant,Sagittaria australis,Longbeak Arrowhead,,3.9,1.13
Vascular Plant,Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,,31.8,1.491
Vascular Plant,Arisaema dracontium,Green Dragon,,0.7,0.034
Vascular Plant,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,,11.1,6.432
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,Species of Concern,17.4,1.525
Vascular Plant,Lemna minuta,Least Duckweed,In Recovery,2.4,0.641
Vascular Plant,Lemna valdiviana,"Duckweed, Pale Duckweed",,11.6,1.803
Vascular Plant,Peltandra virginica,"Arrow Arum, Green Arrow-Arum",Species of Concern,40.1,40.0
Vascular Plant,Wolffia brasiliensis,Brazilian Watermeal,,3.0,0.647
Vascular Plant,Elodea nuttallii,Western Waterweed,Species of Concern,6.4,1.058
Vascular Plant,Najas guadalupensis,Southern Waternymph,,3.8,0.345
Vascular Plant,Najas minor,Brittle Waternymph,,2.1,0.124
Vascular Plant,Potamogeton amplifolius,"Broad-Leaved Pondweed, Large-Leaf Pondweed",Threatened,50.0,0.916
Vascular Plant,Potamogeton diversifolius,Waterthread Pondweed,,1.7,0.158
Vascular Plant,Potamogeton epihydrus,"Nuttall Pondweed, Ribbonleaf Pondweed",,15.2,0.859
Vascular Plant,Potamogeton nodosus,Longleaf Pondweed,,3.1,0.171
Vascular Plant,Potamogeton pulcher,Spotted Pondweed,,3.0,0.665
Vascular Plant,Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern,8.0,2.681
Vascular Plant,Aegopodium podagraria,"Bishops Goutweed, Old Man's Beard",,20.3,5.272
Vascular Plant,Ammoselinum butleri,Butler's Sandparsley,Species of Concern,9.8,0.211
Vascular Plant,Angelica atropurpurea,Purplestem Angelica,,20.2,0.189
Vascular Plant,Angelica triquinata,Filmy Angelica,Endangered,44.9,0.064
Vascular Plant,Angelica venenosa,Hairy Angelica,,5.6,0.596
Vascular Plant,Bupleurum rotundifolium,Hare's Ear,,4.1,1.299
Vascular Plant,Carum carvi,Caraway,,14.2,1.703
Vascular Plant,Chaerophyllum procumbens,Spreading Chervil,In Recovery,2.6,0.157
Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,,23.4,1.78
Vascular Plant,Cicuta maculata,"Spotted Cowbane, Spotted Water-Hemlock",In Recovery,4.3,17.127
Vascular Plant,Conium maculatum,Poison Hemlock,,50.0,2.874
Vascular Plant,Cryptotaenia canadensis,"Canada Honewort, Honewort",,41.4,13.441
Vascular Plant,Daucus carota,"Queen Anne's Lace, Wild Carrot",,0.8,0.103
Vascular Plant,Erigenia bulbosa,Harbinger Of Spring,Species of Concern,1.4,0.013
Vascular Plant,Eryngium integrifolium,Blueflower Eryngo,Threatened,4.0,0.01
Vascular Plant,Eryngium prostratum,"Prostrate Eryngo, Rattlesnake-Master",Species of Concern,43.5,4.012
Vascular Plant,Eryngium yuccifolium,Rattlesnake-Master,Species of Concern,2.8,2.136
Vascular Plant,Foeniculum vulgare,Sweet Fennel,,10.8,0.451
Vascular Plant,Heracleum lanatum,Masterwort,Species of Concern,1.2,0.448
Vascular Plant,Heracleum maximum,Common Cowparsnip,,2.7,0.068
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",,50.0,40.0
Vascular Plant,Osmorhiza claytonii,"Hairy Sweet-Cicely, Sweet Cicely",Species of Concern,3.9,1.051
Vascular Plant,Osmorhiza longistylis,"Long-Styled Anise-Root, Smoother Sweet-Cicely",Species of Concern,1.6,0.236
Vascular Plant,Oxypolis rigidior,Stiff Cowbane,,10.6,2.074
Vascular Plant,Pastinaca sativa,"Parsnip, Wild Parsnip",In Recovery,4.6,0.629
Vascular Plant,Sanicula canadensis,"Canada Black Snakeroot, Short-Styled Sanicle",Species of Concern,11.9,1.559
Vascular Plant,Sanicula marilandica,"Black Snakeroot, Black Snake-Root",,1.6,0.234
Vascular Plant,Sanicula odorata,"Sanicle, Black Snakeroot",Endangered,3.9,0.827
Vascular Plant,Sanicula smallii,"Mall's Black Snakeroot, Small's Sanicle",In Recovery,3.1,11.336
Vascular Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",Species of Concern,16.0,5.181
Vascular Plant,Taenidia integerrima,"Yellow Pimpernel, Yellow Pimpernell",In Recovery,13.9,2.762
Vascular Plant,Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",,1.5,0.296
Vascular Plant,Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",,3.8,0.087
Vascular Plant,Thaspium trifoliatum,Purple Meadowparsnip,Endangered,13.7,0.866
Vascular Plant,Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",Threatened,5.0,0.347
Vascular Plant,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,Species of Concern,14.9,2.998
Vascular Plant,Torilis arvensis,Spreading Hedgeparsley,Species of Concern,2.6,0.012
Vascular Plant,Torilis japonica,"Erect Hedge-Parsley, Hedge-Parsley",,5.2,5.21
Vascular Plant,Zizia aptera,Golden Alexanders,Threatened,33.9,0.225
Vascular Plant,Zizia aurea,Golden Zizia,,2.9,0.511
Vascular Plant,Zizia trifoliata,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern,5.6,0.065
Vascular Plant,Aralia nudicaulis,Wild Sarsaparilla,,4.1,0.033
Vascular Plant,Aralia racemosa,"American Spikenard, Wild Spikenard",Species of Concern,8.7,2.124
Vascular Plant,Aralia spinosa,"Devil's Walking Stick, Hercules Club",,10.6,0.323
Vascular Plant,Hedera helix,English Ivy,Species of Concern,3.3,0.054
Vascular Plant,Hydrocotyle americana,"American Water-Pennywort, Water-Pennywort",,0.7,0.084
Vascular Plant,Hydrocotyle sibthorpioides,"Lawn Penny-Wort, Lawn Water-Penny-Wort",,3.5,0.161
Vascular Plant,Panax quinquefolius,Ginseng,Species of Concern,9.7,19.88
Vascular Plant,Panax trifolius,Dwarf Ginseng,,3.3,0.228
Vascular Plant,Ilex ambigua,Beadle's Holly,Species of Concern,0.7,0.03
Vascular Plant,Ilex collina,"Appalachian Holly, Long-Stalked Holly",Endangered,13.9,0.536
Vascular Plant,Ilex montana,Mountain Holly,,20.9,0.249
Vascular Plant,Ilex opaca,American Holly,Species of Concern,2.6,0.005
Vascular Plant,Ilex verticillata,"Black Holly, Winterberry",Endangered,17.8,0.455
Vascular Plant,Allium ampeloprasum,"Garlic, Wild Leek",Species of Concern,3.7,0.433
Vascular Plant,Allium burdickii,"White-Stemmed Ramps, Leeks",,5.1,0.509
Vascular Plant,Allium canadense,"Meadow Onion, Wild Garlic",Endangered,9.3,5.642
Vascular Plant,Allium cernuum var. cernuum,Nodding Onion,Species of Concern,21.3,6.669
Vascular Plant,Allium tricoccum,"Ramps, Wild Leeks, Small White Leek",Endangered,6.1,0.696
Vascular Plant,Allium vineale,Field Garlic,,2.7,0.048
Vascular Plant,Hymenocallis caroliniana,Carolina Spiderlily,,50.0,40.0
Vascular Plant,Lycoris radiata,Magic Lily,Endangered,8.8,0.805
Vascular Plant,Narcissus poeticus,Poet's Narcissus,Species of Concern,2.8,0.943
Vascular Plant,Narcissus pseudonarcissus,"Commom Daffodil, Daffodil",,3.1,0.172
Vascular Plant,Nothoscordum bivalve,Crowpoison,Species of Concern,12.3,0.509
Vascular Plant,Asparagus officinalis,"Garden Asparagus-Fern, Wild Asparagus",Species of Concern,13.7,0.383
Vascular Plant,Convallaria majalis,"European Lily-Of-The-Valley, Lily-Of-The-Valley",Species of Concern,6.7,0.329
Vascular Plant,Convallaria majuscula,Convallaria,Threatened,23.0,1.015
Vascular Plant,Convallaria montana,"American Lily-Of-The-Valley, Wild Lily-Of-The-Valley",,25.1,0.499
Vascular Plant,Hosta lancifolia,Hosta,Species of Concern,6.2,0.098
Vascular Plant,Liriope spicatum,Liriope,Species of Concern,1.8,0.214
Vascular Plant,Maianthemum canadense,Canada Mayflower,Endangered,1.9,1.623
Vascular Plant,Maianthemum racemosum ssp. racemosum,Feather Solomon's Seal,Species of Concern,3.5,0.409
Vascular Plant,Manfreda virginica,False Aloe,Species of Concern,29.9,5.276
Vascular Plant,Muscari botryoides,"Common Grape-Hyacinth, Grape Hyacinth",,5.7,0.009
Vascular Plant,Muscari comosum,Tassel Grapehyacinth,,17.0,6.442
